"asin","title","imgUrl","stars","reviews","price","category_id"
"B09JYLMKW6","62XL Black Ink Cartridge Replacement for hp Ink 62 62 XL to use with HP Envy 7640 Ink Cartridges 7645 5660 5540 5640 OfficeJet 5740 8040 OfficeJet Mobile 250 200 Series Printer (2 Black)","https://m.media-amazon.com/images/I/71NER3lJjHL._AC_UL320_.jpg","4.3","3104","54.99","72"
"B0BRKL51HB","Smart Projector 4K Supported Netflix-Certified, WANBO TT Auto Focus Projector with 5G Wi-Fi and Bluetooth, Dolby Speaker Home Theater Projector, Native 1080P 650 ANSI, HDR10, Digital Zoom","https://m.media-amazon.com/images/I/71LBUnSNdwL._AC_UL320_.jpg","4.4","115","399.0","72"
"B01BG1XQ52","iMBAPrice 50 Feet Long Telephone Extension Cord Phone Cable Line Wire - White","https://m.media-amazon.com/images/I/61GAA6H+rYL._AC_UL320_.jpg","4.6","5283","7.99","72"
"B08D6G779C","E-Z Ink (TM Compatible Ink Cartridges Replacement for Brother LC61 LC65 LC-61 LC61BK LC61C LC61M LC61Y to use with MFC-490CW MFC-495CW MFC-6490CW MFC-6890CDW (5 Black, 3 Cyan, 3 Magenta, 3 Yellow)","https://m.media-amazon.com/images/I/81rP7Moz3RL._AC_UL320_.jpg","4.3","332","19.99","72"
"B005EZ4KWU","3M Laminator Kit With Every Size Laminating Pouch","https://m.media-amazon.com/images/I/61RIDxDVmGL._AC_UL320_.jpg","4.7","1628","74.98","72"
"B0BLVLRT98","Valuetoner Supply Remanufactured 962XL Ink Cartridges Combo Pack Replacement for HP 962XL 962 XL for OfficeJet Pro 9015e 9018e 9015 9010 9025 9020 9018 9012 9028 Printer (Black, Cyan, Magenta, Yellow)","https://m.media-amazon.com/images/I/71rjhyKCtYL._AC_UL320_.jpg","3.9","125","69.99","72"
"B0C539SXF6","Timink TN227 Compatible Toner Cartridge Replacement for Brother TN-227 | High Yield Compatible with HL-L3270CDW HL-L3290CDW MFC-L3710CDW MFC-L3770CDW Printer (4 Pack, TN227BK TN227C TN227M TN227Y)","https://m.media-amazon.com/images/I/81NxZgE0SUL._AC_UL320_.jpg","4.2","37","55.59","72"
"B08SWGPPQS","TN760 TN730 LemeroUexpect Remanufactured Toner Cartridge Replacement for Brother TN760 TN-760/TN-730 Black High Yield for MFC-L2710DW DCP-L2550DW MFC-L2690DW L2717DW HL-L2395DW L2350DW Printer 4P","https://m.media-amazon.com/images/I/71t9OuNcdYL._AC_UL320_.jpg","4.4","1239","59.98","72"
"B0BRY7LQYK","E-Z Ink (TM Compatible Toner Cartridge Replacement for Brother TN760 TN 760 TN730 Compatible with DCP-L2550DW HL-L2350DW HLL2395DW HLL2390DW HL-L2370DW MFC-L2710DW MFC-L2750DW MFC-L2730DW (3 Black)","https://m.media-amazon.com/images/I/812WEH10qeL._AC_UL320_.jpg","4.8","52","49.99","72"
"B07H8TSRH8","Cool Toner 4PK Compatible for HP 410X 410A CF410X CF410A M477FDW Toner Cartridge for HP Laserjet Pro MFP M477fdw M477fnw M477fdn Pro M452dn M452dw M452nw Toner Ink Printer - Black Cyan Yellow Magenta","https://m.media-amazon.com/images/I/71YbNjzvhKL._AC_UL320_.jpg","4.4","5794","73.29","72"
"B083QKNRRR","myCartridge 240 XL Black Remanufactured Ink Cartridge Replacement for Canon 240XL 240 PG-240XL PG-240 Use with PIXMA MG3620 MG3520 MG3120 (2 Pack)","https://m.media-amazon.com/images/I/71OYd5gy54L._AC_UL320_.jpg","4.4","312","44.09","72"
"B09BVMRJ8D","Toner Kingdom Remanufactured Ink-Cartridge Replacement for 952 XL 952XL Ink Cartridges for Officejet 8700 8702 8710 8730 7740 8720 8210 8216 8745 7720 8200 8736 8734 Printer Ink(4-Pack)","https://m.media-amazon.com/images/I/71KoLLvvqEL._AC_UL320_.jpg","4.3","788","47.99","72"
